f1,f2,generation
0,257.471,20
0.257687,238.785,20
0.215423,117.574,50
0.0707083,122.373,50
0,133.63,50
0.051131,31.6619,100
0.215423,31.4649,100
0.583384,27.1701,100
0,32.1646,100
0,15.6179,500
1,11.667,500
0.304697,13.4366,500
0.87835,11.9244,500
0.209128,13.8065,500
0.00955798,15.255,500
0.908852,11.8613,500
0.701844,12.3129,500
0.136957,14.2005,500
0.324508,13.394,500
0.48487,12.8706,500
0.863714,11.9403,500
0.501426,12.8373,500
0.687815,12.3732,500
0.0026136,15.4836,500
0.193574,13.8882,500
0.0170653,15.1487,500
0.120995,14.2545,500
0.843311,11.9914,500
0.470213,12.9195,500
0.0434466,14.8633,500
0.78272,12.1649,500
0.0821448,14.5161,500
0.961168,11.7694,500
0.286878,13.5046,500
0.15025,14.1501,500
0.00522357,15.3667,500
0.600812,12.5838,500
0.938599,11.7952,500
0.354381,13.2702,500
0.608521,12.548,500
0.07556,14.581,500
0.0888978,14.4554,500
0.966091,11.7314,500
0.346358,13.3384,500
0.548245,12.7056,500
0.726074,12.3043,500
0.00118152,15.5498,500
0.770487,12.1955,500
0.796619,12.1152,500
0.334748,13.339,500
0.589976,12.6344,500
0.515584,12.7865,500
0.254155,13.6327,500
0.0449854,14.7611,500
0.029746,14.9359,500
0.222839,13.7666,500
0.562292,12.6878,500
0.00759373,15.3388,500
0.669084,12.3882,500
0.0389547,14.923,500
0.827422,12.0395,500
0.814656,12.0593,500
0.75632,12.2051,500
0.27239,13.6253,500
0.107771,14.3876,500
0.570393,12.6635,500
0.457981,12.9522,500
0.181519,13.9626,500
0.248806,13.667,500
0.0594249,14.7275,500
0.84037,12.0395,500
0.411326,13.0934,500
0.448264,12.9881,500
0.986211,11.7072,500
0.110533,14.3197,500
0.237425,13.7173,500
0.534038,12.7548,500
0.277141,13.5476,500
0.226313,13.7441,500
0.117153,14.3154,500
0.579305,12.6385,500
0.622284,12.5179,500
0.537358,12.7347,500
0.0614209,14.6884,500
0.0653919,14.6458,500
0.0697836,14.6164,500
0.521651,12.7806,500
0.404169,13.1504,500
0.634969,12.4775,500
0.924259,11.8337,500
0.983051,11.7093,500
0.0930703,14.4112,500
0.0192729,15.0978,500
0.380848,13.2002,500
0.0294806,15.0177,500
0.746065,12.2201,500
0.274253,13.5937,500
0.438196,13.0182,500
0.360443,13.2432,500
0.242142,13.6975,500
0.93359,11.8152,500
0.172413,13.9786,500
0.649668,12.4701,500
0.435518,13.0341,500
0.17208,14.0204,500
0.660974,12.4425,500
0.0484017,14.7483,500
0.918964,11.8612,500
0.807932,12.0838,500
