f1,f2,generation
0.911826,1.74451,20
0.0705417,2.20969,20
0.981756,1.68043,20
0.116566,1.85922,20
0,2.25968,20
0.513028,0.929663,50
0.628507,0.816876,50
0.490778,0.936391,50
0.568781,0.876144,50
0.157439,1.14383,50
0.803777,0.604685,50
0.847107,0.513447,50
0.599884,0.839209,50
0.513015,0.934335,50
0.826884,0.569011,50
0.517803,0.911827,50
0.294564,1.05703,50
0.940505,0.347611,50
0,1.16458,50
0.261143,1.08151,50
0.452127,0.945382,50
0.767441,0.606577,50
0.809652,0.58812,50
0.801015,0.606162,50
0.996352,0.254267,50
0.927425,0.425542,50
0.436533,0.975011,50
0.0590488,1.15097,50
0.71198,0.683755,50
0.66862,0.70504,50
0.170876,1.11308,50
0.563711,0.885852,50
0.88058,0.465508,50
0.822467,0.57631,50
0.645509,0.763499,50
0.732998,0.677914,50
0.553954,0.902438,50
0.247309,1.09425,50
1,0.25253,50
0.596415,0.847385,50
0.875316,0.502429,50
0.638638,0.793541,50
0.570272,0.874812,50
0.000826067,1.15545,50
0.747071,0.665125,50
0.535352,0.905423,50
0.594849,0.871703,50
0.407426,1.01955,50
0.417887,0.989337,50
0.900134,0.451835,50
0.840162,0.551555,50
0.751837,0.638842,50
0,1.00957,100
1,0.021136,100
0.916078,0.180443,100
0.934879,0.149115,100
0.0352008,1.00802,100
0.373988,0.875131,100
0.694552,0.535606,100
0.0846189,1.0041,100
0.623587,0.628105,100
0.95202,0.112695,100
0.965782,0.0895215,100
0.7898,0.394158,100
0.897952,0.215254,100
0.491487,0.772824,100
0.609427,0.644056,100
0.47653,0.787901,100
0.67747,0.556761,100
0.199672,0.970818,100
0.140035,0.991354,100
0.351849,0.891138,100
0.849591,0.29564,100
0.771877,0.419126,100
0.802144,0.376667,100
0.502094,0.762979,100
0.560131,0.701422,100
0.238328,0.951302,100
0.713154,0.507547,100
0.25533,0.947182,100
0.166151,0.984039,100
0.634258,0.614355,100
0.287514,0.926585,100
0.58461,0.672887,100
0.512873,0.752977,100
0.223951,0.960956,100
0.941204,0.138482,100
0.909932,0.194466,100
0.885926,0.237953,100
0.946836,0.123538,100
0.738828,0.471923,100
0.0287237,1.00923,100
0.598387,0.653232,100
0.116231,0.996994,100
0.520306,0.742763,100
0.275314,0.935662,100
0.748312,0.461728,100
0.992426,0.0362025,100
0.987667,0.0471957,100
0.59123,0.66208,100
0.152971,0.987984,100
0.733242,0.48326,100
0.901244,0.202828,100
0.764458,0.437592,100
0.387829,0.866693,100
0.75018,0.449084,100
0.981035,0.0584687,100
0.267084,0.940617,100
0.391272,0.860078,100
0.549731,0.71556,100
0.841658,0.31134,100
0.431896,0.826794,100
0.403512,0.851531,100
0.64731,0.601221,100
0.823793,0.340828,100
0.727564,0.493612,100
0.315719,0.912937,100
0.720297,0.499397,100
0.539584,0.725019,100
0.970242,0.0780977,100
0.57524,0.684829,100
0.426934,0.834056,100
0.783243,0.409675,100
0.30307,0.92447,100
0.0945229,1.00172,100
0.334495,0.899753,100
0.109738,0.997257,100
0.182395,0.978148,100
0.642524,0.607983,100
0.858557,0.283379,100
0.415927,0.838786,100
0.703831,0.522368,100
0.347063,0.89324,100
0.866996,0.269352,100
0.671453,0.568364,100
0.460797,0.804512,100
0.571129,0.696174,100
0.466498,0.797198,100
0.325143,0.908838,100
0.306907,0.919118,100
0.226972,0.959617,100
0.450497,0.812033,100
0.997937,0.0237669,100
0.703758,0.524114,100
0.861151,0.281111,100
0.530004,0.734255,100
0.826997,0.331513,100
0.809117,0.36055,100
0.43992,0.816911,100
0.87426,0.255479,100
0.818361,0.352003,100
0.870428,0.264658,100
0,1.00014,500
1,0.000252534,500
0.786557,0.382112,500
0.179188,0.968176,500
0.151173,0.977388,500
0.401105,0.83964,500
0.770206,0.407261,500
0.509168,0.741122,500
0.587755,0.655062,500
0.848051,0.281806,500
0.426995,0.818085,500
0.833008,0.306918,500
0.20783,0.957185,500
0.894779,0.2003,500
0.032151,0.999341,500
0.860731,0.260208,500
0.361899,0.869506,500
0.324853,0.89499,500
0.340414,0.884425,500
0.796793,0.365695,500
0.199752,0.96065,500
0.988673,0.0242615,500
0.980852,0.0390449,500
0.443547,0.803531,500
0.599144,0.641427,500
0.522898,0.726991,500
0.622802,0.612814,500
0.349024,0.878637,500
0.903311,0.185181,500
0.111275,0.988111,500
0.126216,0.984544,500
0.715254,0.488953,500
0.703899,0.505245,500
0.230377,0.947413,500
0.383634,0.853279,500
0.959495,0.0797478,500
0.637453,0.594306,500
0.887703,0.212787,500
0.577016,0.667549,500
0.309539,0.904663,500
0.0553119,0.997247,500
0.293422,0.914416,500
0.0150078,1.00014,500
0.65331,0.574085,500
0.139164,0.980826,500
0.412452,0.830218,500
0.934358,0.128014,500
0.745421,0.445259,500
0.72757,0.471386,500
0.925216,0.144895,500
0.482063,0.768205,500
0.66046,0.564284,500
0.54914,0.698944,500
0.498675,0.751724,500
0.975501,0.0492662,500
0.801901,0.357819,500
0.734986,0.460395,500
0.766396,0.413093,500
0.619518,0.616728,500
0.870054,0.243437,500
0.267821,0.928768,500
0.561541,0.68526,500
0.0777002,0.994414,500
0.608365,0.630491,500
0.916975,0.159591,500
0.758695,0.425291,500
0.418618,0.825084,500
0.372999,0.861057,500
0.88249,0.222062,500
0.739469,0.453718,500
0.808302,0.347527,500
0.670208,0.551435,500
0.454044,0.794448,500
0.914073,0.165133,500
0.967346,0.065412,500
0.822671,0.323903,500
0.527614,0.722535,500
0.462194,0.786726,500
0.0929388,0.991807,500
0.923741,0.148043,500
0.722206,0.478757,500
0.854756,0.26993,500
0.49119,0.759379,500
0.0973037,0.99099,500
0.970672,0.0585666,500
0.537925,0.711003,500
0.678434,0.540412,500
0.993759,0.0129126,500
0.288843,0.917217,500
0.569398,0.67614,500
0.815286,0.335795,500
0.245253,0.940122,500
0.830576,0.310607,500
0.231966,0.946427,500
0.752188,0.435132,500
0.475609,0.774084,500
0.546478,0.701741,500
0.645389,0.583901,500
0.95554,0.0878674,500
0.278942,0.922604,500
