f1,f2,generation
1,0,20
1,0,20
0.683207,0.533228,20
0.280783,4.27135,20
0.999997,5.22547e-06,20
0.814463,0.336649,20
0.302631,0.908414,20
1,0,20
0.99094,0.0180374,20
1,0,20
0.998943,0.00211358,20
1,0,20
0.285997,0.918205,20
0.280781,5.67341,20
0.709467,0.496657,20
0.988236,0.0233899,20
1,0,20
0.999426,0.00114849,20
1,0,20
0.285997,0.918205,20
1,0,20
1,0,20
1,0,20
1,0,20
0.810429,0.343204,20
0.294576,0.913225,20
1,0,20
0.75012,0.43732,20
0.941017,0.114487,20
1,0,20
0.99094,0.0180374,20
0.999426,0.00114849,20
0.997388,0.00521793,20
0.285997,0.918205,20
0.810429,0.343204,20
0.280788,3.01804,20
0.2855,0.91849,20
0.997056,0.00588011,20
0.956621,0.0848754,20
1,0,20
0.988912,0.0220532,20
0.92849,0.137907,20
0.99094,0.0180374,20
0.998943,0.00211358,20
1,0,20
0.285997,0.918205,20
1,0,20
0.988236,0.0233899,20
1,0,20
0.999691,0.0006181,20
0.996782,0.00642471,20
0.862482,0.256125,20
1,0,20
0.75012,0.43732,20
1,0,20
0.99094,0.0180374,20
0.280823,0.921139,20
0.2855,0.91849,20
0.794659,0.368517,20
0.999905,0.000189312,20
1,6.59472e-13,20
0.999977,4.5997e-05,20
1,0,20
0.993376,0.0132034,20
1,0,20
1,0,20
0.999964,7.15435e-05,20
1,0,20
1,0,20
0.280781,0.921162,50
1,0,50
1,0,50
0.280781,0.921162,50
0.685463,0.53014,50
0.338468,0.88544,50
0.775028,0.399332,50
0.467328,0.781604,50
0.742461,0.448752,50
0.728487,0.469307,50
0.659785,0.564684,50
0.696339,0.515112,50
0.389327,0.848425,50
0.401632,0.838692,50
0.504955,0.745021,50
0.786105,0.382039,50
0.786105,0.382039,50
0.52654,0.722756,50
0.581335,0.66205,50
0.82079,0.326304,50
0.767485,0.410966,50
0.612548,0.624784,50
0.650583,0.576741,50
0.887085,0.213081,50
0.538831,0.709662,50
0.616925,0.619404,50
0.85419,0.270359,50
0.3164,0.899891,50
0.803394,0.354559,50
0.514618,0.735169,50
0.878517,0.228208,50
0.865898,0.25022,50
0.374353,0.85986,50
0.871283,0.240866,50
0.38077,0.855014,50
0.943545,0.109723,50
0.444816,0.802139,50
0.551085,0.696306,50
0.493271,0.756684,50
0.563232,0.68277,50
0.480499,0.769121,50
0.803394,0.354559,50
0.545941,0.701948,50
0.480499,0.769121,50
0.531425,0.717587,50
0.828789,0.313108,50
0.449871,0.797616,50
0.60243,0.637078,50
0.837419,0.29873,50
0.424077,0.820159,50
0.668149,0.553577,50
0.307337,0.905544,50
0.992718,0.0145108,50
0.301948,0.908828,50
0.914042,0.164527,50
0.493756,0.756205,50
0.900528,0.189049,50
0.3164,0.899891,50
0.344781,0.881126,50
0.626093,0.608007,50
0.830422,0.3104,50
0.96909,0.0608637,50
0.627066,0.606788,50
0.409865,0.83201,50
0.918593,0.156187,50
0.719701,0.48203,50
0.724857,0.474582,50
0.922001,0.149914,50
0.80985,0.344143,50
0.909968,0.171959,50
0.839915,0.294542,50
0.702215,0.506894,50
0.576835,0.667261,50
0.63593,0.595593,50
0.96355,0.0715719,50
0.413766,0.828798,50
0.354536,0.874304,50
0.512308,0.737541,50
0.895754,0.197625,50
0.876363,0.231988,50
0.639177,0.591453,50
0.998004,0.00398844,50
0.570937,0.674031,50
0.36513,0.86668,50
0.949009,0.0993819,50
0.953542,0.0907584,50
0.973044,0.0531857,50
0.93291,0.129679,50
0.926208,0.142138,50
0.457713,0.790499,50
0.860459,0.25961,50
0.70914,0.49712,50
0.429786,0.815284,50
0.890024,0.207858,50
0.986976,0.0258777,50
0.457713,0.790499,50
0.859455,0.261337,50
0.362684,0.86846,50
0.989615,0.0206619,50
0.592238,0.649254,50
0.280776,0.921165,100
1,0,100
1,0,100
0.280776,0.921165,100
0.76647,0.412524,100
0.529448,0.719685,100
0.490519,0.759391,100
0.545948,0.701941,100
0.454735,0.793216,100
0.333797,0.88858,100
0.502606,0.747387,100
0.40619,0.83501,100
0.900261,0.189531,100
0.827694,0.314923,100
0.381099,0.854764,100
0.619279,0.616493,100
0.424722,0.819612,100
0.41385,0.828728,100
0.924245,0.145771,100
0.688456,0.526029,100
0.862756,0.255652,100
0.808311,0.346633,100
0.815553,0.334874,100
0.919588,0.154359,100
0.841374,0.29209,100
0.777231,0.395912,100
0.878203,0.228759,100
0.793853,0.369797,100
0.631334,0.601417,100
0.443247,0.803532,100
0.551728,0.695596,100
0.61301,0.624218,100
0.802812,0.355493,100
0.965145,0.068495,100
0.936379,0.123195,100
0.699359,0.510897,100
0.324923,0.894425,100
0.60293,0.636476,100
0.695344,0.516497,100
0.370725,0.862563,100
0.466911,0.781995,100
0.675949,0.543093,100
0.846862,0.282825,100
0.887152,0.212961,100
0.313719,0.90158,100
0.893031,0.202496,100
0.711042,0.49442,100
0.350652,0.877043,100
