f1,f2,generation
0.599027,1.63951,20
0.0251592,1.6747,20
0.985944,1.22962,20
0,1.70795,20
0.616273,1.36475,20
0.69077,0.611046,50
0.694099,0.597965,50
0.763664,0.503851,50
0.731303,0.564279,50
0.787963,0.461179,50
0.826746,0.400776,50
0.305351,0.946983,50
0.731156,0.564666,50
0.377724,0.89815,50
0.807037,0.432947,50
0.510642,0.799941,50
0.915975,0.255145,50
0.687304,0.612333,50
0.454297,0.869446,50
0.858127,0.34571,50
0.940924,0.236416,50
0.737692,0.563237,50
0.196964,1.01668,50
0.533425,0.766677,50
0.963032,0.165602,50
0.8544,0.362388,50
0.350122,0.929267,50
0.454726,0.855391,50
0.651275,0.633116,50
0.723027,0.579498,50
0.871719,0.298273,50
0.908817,0.272409,50
0.401311,0.87068,50
0.518676,0.795175,50
0.973718,0.155552,50
0.805575,0.444491,50
0.213898,1.00342,50
0.700459,0.57972,50
0.292669,0.964862,50
0.47611,0.831786,50
0.628936,0.649988,50
0.739358,0.519862,50
0.526459,0.785732,50
0.570739,0.748727,50
0.727972,0.571354,50
0.301996,0.961474,50
0.829999,0.390824,50
0.622053,0.686068,50
0.613926,0.689704,50
0.253205,0.975694,50
0.566588,0.756183,50
0.74232,0.516098,50
0.95143,0.177929,50
0.999444,0.116089,50
0.663587,0.621793,50
0.577793,0.733527,50
0.468259,0.842163,50
0.509028,0.804199,50
0.871405,0.316388,50
0.94107,0.209115,50
0.927303,0.237335,50
0.999728,0.0912386,50
0.263438,0.971954,50
0,1.03343,50
0.628604,0.665684,50
0.981471,0.126634,50
0.763113,0.504154,50
0.242782,0.996746,50
0.774873,0.481816,50
0.599296,0.691815,50
0.484416,0.807138,50
0.927529,0.236464,50
0.589571,0.708916,50
0.895104,0.280455,50
0.950956,0.206096,50
0,1.00351,100
1,0.00466759,100
0.540431,0.713868,100
0.580869,0.667573,100
0.917991,0.166643,100
0.401609,0.84614,100
0.903835,0.19579,100
0.81076,0.354141,100
0.760799,0.430004,100
0.947271,0.107316,100
0.836069,0.30723,100
0.191012,0.966408,100
0.410734,0.836619,100
0.865523,0.258661,100
0.518476,0.73686,100
0.360983,0.872639,100
0.879957,0.232114,100
0.300126,0.915675,100
0.87448,0.244812,100
0.31302,0.907486,100
0.964943,0.0801186,100
0.507399,0.747881,100
0.923709,0.157475,100
0.742829,0.456342,100
0.858893,0.271902,100
0.52784,0.726618,100
0.382464,0.859261,100
0.171836,0.974068,100
0.288429,0.924131,100
0.827109,0.323228,100
0.971407,0.0625416,100
0.458426,0.794145,100
0.380395,0.86201,100
0.618939,0.620787,100
0.938754,0.125824,100
