f1,f2,generation
1,1.01474,20
0.042931,1.87435,20
0.571599,1.21719,20
0.113894,1.84978,20
0.0184437,2.28767,20
0.832764,1.02317,20
0.526887,1.23204,20
0.78399,1.11868,20
0.231762,1.36349,20
0.117968,1.63021,20
0.82879,1.03358,20
0.0342926,2.07178,20
0,2.44357,20
0.0332023,0.991266,50
0.881697,0.154689,50
0.0937485,0.823123,50
0.846663,0.164973,50
0.325947,0.547573,50
0.0151931,1.0464,50
0.0367767,0.979801,50
0.455737,0.444466,50
0.0529174,0.886656,50
0.100191,0.821484,50
0,1.15857,50
0.649244,0.285605,50
0.285819,0.587095,50
0.386388,0.455882,50
0.24009,0.647982,50
0.733539,0.219258,50
0.190743,0.698653,50
0.365559,0.505428,50
0.893948,0.144615,50
0.333154,0.543627,50
0.357604,0.519972,50
0.547946,0.364501,50
0.268295,0.596361,50
0.658105,0.282045,50
0.0474053,0.914483,50
0.12017,0.782926,50
0.628307,0.287409,50
0.967297,0.111552,50
0.25254,0.628673,50
0.0647613,0.877077,50
0.072796,0.839829,50
0.0284058,0.999042,50
0.045707,0.932696,50
0.0167305,1.00758,50
0.348742,0.520958,50
0.292931,0.58213,50
0.438015,0.451043,50
0.465426,0.411749,50
0.168397,0.704714,50
0.777577,0.192838,50
0.295569,0.551503,50
0.692011,0.253634,50
0.564143,0.35374,50
0.48116,0.409154,50
0.774923,0.214987,50
0.597139,0.322674,50
0.533534,0.373774,50
0.495064,0.40639,50
0.671074,0.268347,50
0.88702,0.149257,50
0.923328,0.113405,50
0.125034,0.74928,50
0.223066,0.653057,50
0.829512,0.192545,50
1,0.0776251,50
0.123251,0.770337,50
0.342237,0.529849,50
0.513531,0.394617,50
0.193347,0.678637,50
0.534718,0.371764,50
0.727962,0.227828,50
0.725113,0.239149,50
0.147165,0.731943,50
0.372823,0.501741,50
0.00629176,1.06438,50
0.990993,0.0973448,50
1,0.00828352,100
0,1.01245,100
0.901208,0.059564,100
0.926021,0.0475711,100
0.274274,0.488368,100
0.172164,0.597746,100
0.658864,0.199893,100
0.715675,0.166342,100
0.224635,0.5352,100
0.144234,0.638781,100
0.261225,0.50338,100
0.701393,0.175717,100
0.00863769,0.926567,100
0.00572162,0.944971,100
0.0362818,0.825576,100
0.940579,0.039629,100
0.438681,0.350593,100
0.836187,0.0956935,100
0.10831,0.685213,100
0.157706,0.61614,100
0.0284589,0.845109,100
0.286901,0.48009,100
0.0459862,0.803783,100
0.565654,0.260766,100
0.452884,0.337713,100
0.134992,0.648182,100
0.861814,0.0838995,100
0.604467,0.23306,100
