f1,f2,generation
0.42283,0.297895,20
0.845353,-0.646572,20
0.0181804,0.884794,20
0,1.07832,20
0.429513,0.100021,20
0.436654,0.0442229,20
0.240386,0.353948,20
0.639483,-0.374939,20
0.214634,0.497252,20
0.236508,0.382254,20
0.633537,-0.193756,20
0.202017,0.653841,20
0.825815,-0.385831,20
0.622888,-0.0717024,20
0.423462,0.247834,20
0.844986,-0.602108,20
0.830474,-0.494068,20
0.0478797,0.755892,20
0.0151027,1.00256,20
0.232193,0.464445,20
0.440356,0.00561961,20
0.445901,-0.0385063,20
0.270151,0.345251,20
0.846924,-0.713109,20
0.427436,0.154509,20
0.850849,-0.772638,50
0,1,50
0.850849,-0.772638,50
0,1,50
0.825398,-0.494639,50
0.651049,-0.457042,50
0.411789,0.212775,50
0.453144,-0.123571,50
0.619734,-0.140777,50
0.254619,0.246695,50
0.184126,0.660806,50
0.084729,0.669852,50
0.828751,-0.56117,50
0.237887,0.291899,50
0.831676,-0.609522,50
0.194851,0.593777,50
0.198858,0.561288,50
0.423947,0.0597604,50
0.637264,-0.38465,50
0.0659283,0.688418,50
0.834845,-0.651598,50
0.636022,-0.369395,50
0.443063,-0.0977808,50
0.620143,-0.154132,50
0.427366,0.0234249,50
0.837202,-0.683355,50
0.627476,-0.268388,50
0.230312,0.333288,50
0.0216872,0.83939,50
0.632496,-0.333169,50
0.642071,-0.423067,50
0.624563,-0.222596,50
0.0416741,0.755875,50
0.189058,0.634748,50
0.027221,0.817223,50
0.191721,0.617361,50
0.826987,-0.527168,50
0.626098,-0.248175,50
0.221685,0.389814,50
0.622707,-0.195238,50
0.0363767,0.776178,50
0.217257,0.424131,50
0.207195,0.501322,50
0.832946,-0.628159,50
0.447972,-0.115259,50
0.00019512,0.98669,50
0.220159,0.405015,50
0.438734,-0.0737575,50
0.242098,0.274892,50
0.84557,-0.746201,50
0.0183293,0.855393,50
0.0529175,0.720538,50
0.0761542,0.672187,50
0.0303505,0.803613,50
0.418915,0.121821,50
0.226193,0.36273,50
0.0361833,0.794866,50
0.0588623,0.702233,50
0.214877,0.443283,50
0.839069,-0.701971,50
0.631854,-0.321676,50
0.0155742,0.869227,50
0.415796,0.159459,50
0.00964768,0.899964,50
0.230267,0.333692,50
0.414326,0.183233,50
0.204537,0.520214,50
0.00185808,0.957908,50
0.225526,0.364385,50
0.184602,0.657059,50
0.00412391,0.935496,50
0.0459542,0.741395,50
0.826197,-0.514619,50
0.0485822,0.734364,50
0.629829,-0.299386,50
0.840939,-0.723684,50
0.435347,-0.0497692,50
0.413592,0.192166,50
0.428871,0.0103381,50
0.43146,-0.0171592,50
0.211803,0.464268,50
0.245478,0.264612,50
0.00766869,0.910996,50
0.430228,-0.00526407,50
0.844236,-0.743519,50
0.41723,0.142545,50
0.645343,-0.44064,50
0.0056593,0.925003,50
0.202357,0.542001,50
0.622938,-0.199996,50
0.437676,-0.065848,50
0.056364,0.708444,50
0.420657,0.0994716,50
0.648233,-0.4495,50
0.422574,0.0808197,50
0.212986,0.455005,50
0.629829,-0.299386,50
0.00294814,0.955494,50
0.420522,0.108805,50
0.840169,-0.716906,50
0,1,100
0,1,100
0.851599,-0.773328,100
0.652187,-0.458207,100
0.823485,-0.461326,100
0.453933,-0.124215,100
0.6186,-0.127526,100
0.258321,0.242237,100
0.410014,0.232808,100
0.182273,0.669588,100
0.0836254,0.669677,100
0.215559,0.434621,100
0.831382,-0.604976,100
0.00922793,0.901313,100
0.642889,-0.428559,100
0.833795,-0.641145,100
0.00174033,0.95848,100
0.211177,0.468077,100
0.0157063,0.867356,100
0.420874,0.0947222,100
0.844307,-0.74968,100
0.20373,0.524844,100
0.05651,0.707152,100
0.827957,-0.547071,100
0.0270104,0.81542,100
0.20036,0.550229,100
0.640467,-0.412241,100
0.636889,-0.38166,100
0.0337471,0.786882,100
0.417096,0.14081,100
0.82962,-0.576102,100
0.419166,0.115424,100
0.835553,-0.664887,100
0.624421,-0.223614,100
0.0491864,0.729075,100
0.21892,0.40955,100
0.0061774,0.920218,100
0.415408,0.162199,100
0.841642,-0.729836,100
0.622858,-0.198706,100
0.0614748,0.694535,100
0.187851,0.636835,100
0.00361799,0.93958,100
0.197487,0.571289,100
0.42621,0.0345443,100
0.423978,0.0591053,100
0.825596,-0.50297,100
