f1,f2,generation
0.036723,533.695,20
0.260078,462.207,20
0,543.214,20
0.220463,528.883,20
0,298.937,50
0.0678953,131.562,100
0.0815879,130.621,100
0,139.069,100
1,59.3934,500
0,67.6558,500
0.664571,60.9529,500
0.624469,61.1227,500
0.00208484,67.305,500
0.167381,64.3005,500
0.693848,60.8013,500
0.498535,61.9305,500
0.0979626,65.1203,500
0.0847158,65.295,500
0.0407947,66.026,500
0.732121,60.6792,500
0.00667195,67.0245,500
0.562436,61.5241,500
0.211352,63.9735,500
0.457041,62.1777,500
0.751613,60.5513,500
0.0500295,65.8603,500
0.954745,59.6141,500
0.28416,63.2769,500
0.760745,60.516,500
0.000688986,67.4773,500
0.413531,62.3717,500
0.185704,64.1193,500
0.189577,64.0722,500
0.512172,61.8232,500
0.478333,62.0234,500
0.547748,61.6383,500
0.722754,60.7341,500
0.365446,62.6841,500
0.936859,59.6884,500
0.468861,62.0264,500
0.333104,62.9577,500
0.971613,59.5955,500
0.121536,64.8827,500
0.2553,63.5289,500
0.838287,60.1596,500
0.784651,60.4517,500
0.40138,62.4739,500
0.360031,62.7627,500
0.70521,60.7963,500
0.917224,59.8188,500
0.444008,62.2248,500
0.125276,64.7478,500
0.607805,61.269,500
0.799114,60.3116,500
0.536645,61.6515,500
0.0236367,66.4215,500
0.145252,64.5948,500
0.0265549,66.3256,500
0.0642966,65.6054,500
0.584054,61.4306,500
0.105963,65.0174,500
0.64586,61.0604,500
0.985386,59.5444,500
0.574098,61.447,500
0.991839,59.4885,500
0.317953,63.0836,500
0.30217,63.1628,500
0.159017,64.3996,500
0.112359,64.9628,500
0.297236,63.1833,500
0.0689971,65.4774,500
0.786036,60.4111,500
0.427112,62.3272,500
0.247119,63.64,500
0.847902,60.0758,500
0.522602,61.7228,500
0.0345928,66.157,500
0.348008,62.8514,500
0.433669,62.2823,500
0.380743,62.5948,500
0.866539,60.0314,500
0.0328055,66.2106,500
0.904083,59.8442,500
0.263081,63.4526,500
0.822003,60.1992,500
0.346177,62.8983,500
0.595764,61.3439,500
0.6563,61.0255,500
0.0145383,66.6949,500
0.0790219,65.4029,500
0.019361,66.5538,500
0.808824,60.3042,500
0.882009,59.9758,500
0.0101047,66.9555,500
0.891787,59.8915,500
0.152443,64.4863,500
0.235802,63.7093,500
0.0592221,65.6819,500
0.0105782,66.8409,500
0.855339,60.0481,500
0.131795,64.6722,500
0.271935,63.3505,500
0.22253,63.7935,500
0.227581,63.7634,500
0.320573,63.0097,500
0.136873,64.6452,500
0.517721,61.7468,500
0.930254,59.7606,500
