f1,f2,generation
0.68578,0.662077,20
0.708585,0.586787,20
0,1.03885,20
0.734348,0.473453,20
0.67244,0.666816,20
0.473563,0.897953,20
0.139804,1.01425,20
0.61213,0.684192,20
0.827008,0.348533,20
0.733057,0.495248,20
0.386766,0.960377,20
1,0.0646521,20
0.57041,0.687327,20
0.376771,0.969917,20
0.559866,0.809157,20
0.960466,0.0909243,20
0.883102,0.258135,20
0.904895,0.215355,20
0.816609,0.394729,20
0.701296,0.633926,20
0.718218,0.533841,20
0.484406,0.815811,20
0,1.00006,50
1,5.74598e-05,50
0.851685,0.275517,50
0.870921,0.242612,50
0.933696,0.129011,50
0.91867,0.156746,50
0.168748,0.971904,50
0.318988,0.898632,50
0.896829,0.195866,50
0.500341,0.750087,50
0.889439,0.210055,50
0.0683795,0.995661,50
0.621067,0.61567,50
0.907194,0.17756,50
0.433369,0.812801,50
0.674142,0.547055,50
0.0430877,0.998303,50
0.687612,0.53011,50
0.753399,0.433408,50
0.939818,0.116793,50
0.846202,0.286138,50
0.962101,0.0745152,50
0.488938,0.762152,50
0.947468,0.103257,50
0.836954,0.299815,50
0.186752,0.966279,50
0.880225,0.225388,50
0.285941,0.919802,50
0.275394,0.925068,50
0.557102,0.691021,50
0.761064,0.422096,50
0.261748,0.932181,50
0.810437,0.344344,50
0.607874,0.630844,50
0.393716,0.845377,50
0.773613,0.401706,50
0.658867,0.566662,50
0.300371,0.910955,50
0.767345,0.411251,50
0.543847,0.704514,50
0.800435,0.359923,50
0.57636,0.668593,50
0.912426,0.167565,50
0.147758,0.978667,50
0.705672,0.502341,50
0.56555,0.680746,50
0.529509,0.719974,50
0.348381,0.879204,50
0.0171829,0.999925,50
0.791348,0.37627,50
0.525947,0.723908,50
0.541272,0.708057,50
0.967981,0.0651472,50
0.12644,0.984342,50
0.51354,0.736615,50
0.3557,0.873521,50
0.457585,0.790634,50
0.461247,0.787542,50
0.111601,0.987741,50
0.472818,0.777079,50
0.381877,0.854686,50
0.745702,0.446704,50
0.029733,0.999169,50
0.446207,0.801503,50
0.420792,0.824073,50
0.875779,0.233612,50
0.954637,0.0908269,50
0.633933,0.599075,50
0.994682,0.0133457,50
0.400727,0.839831,50
0.780703,0.391011,50
0.196816,0.962433,50
0.803191,0.355275,50
0.739298,0.453712,50
0.826254,0.317395,50
0.514761,0.735104,50
0.58708,0.655657,50
0.481453,0.769342,50
