f1,f2,generation
0.430575,0.776871,20
0.840982,0.105925,20
0.843018,-0.0883263,20
0.0190809,1.99208,20
0.632364,0.390732,20
0.627092,0.495328,20
0.139036,1.70507,20
0.00775066,2.07938,20
0.196343,1.67589,20
0.426632,1.02145,20
0.277058,1.29663,20
0.230885,1.36848,20
0.0460643,1.86303,20
0.410997,1.11195,20
0.206897,1.47997,20
0,2.37862,20
0.834952,0.377721,20
0.0160268,0.978882,50
0.440964,-0.0211681,50
0.640112,-0.339749,50
0.837499,-0.622078,50
0.824888,-0.400134,50
0.440327,0.016221,50
0.829088,-0.460787,50
0.621216,-0.0818358,50
0.839002,-0.65302,50
0.222226,0.518271,50
0.63016,-0.220871,50
0.0241245,0.921048,50
0.227256,0.46622,50
0.412191,0.276231,50
0.648388,-0.393487,50
0.223323,0.500137,50
0.0573552,0.812096,50
0.849433,-0.695812,50
0.829936,-0.53947,50
0.230713,0.417861,50
0.421539,0.145318,50
0.623577,-0.148323,50
0.624518,-0.148717,50
0.634294,-0.296527,50
0.851613,-0.705097,50
0.190204,0.741406,50
0.0440501,0.845755,50
0.198163,0.653739,50
0.00894946,1.02617,50
0.037977,0.860788,50
0.626141,-0.167644,50
0.239164,0.354167,50
0.845241,-0.684382,50
0,1.09149,50
0.0517341,0.832835,50
0.203148,0.599714,50
0.643374,-0.356318,50
0.203064,0.615443,50
0.0186687,0.957581,50
0.243451,0.334919,50
0.219776,0.521077,50
0.207131,0.597885,50
0.625624,-0.162592,50
0.0321517,0.873403,50
0.827269,-0.450996,50
0.241241,0.354062,50
0.646772,-0.369608,50
0.052956,0.832356,50
0.196109,0.689661,50
0.618857,-0.0523909,50
0.184549,0.743962,50
0.268446,0.323433,50
0.0678753,0.796304,50
0.426192,0.130604,50
0.420848,0.170681,50
0.436001,0.0285781,50
0.0577056,0.807168,50
0.208145,0.568667,50
0.834395,-0.57673,50
0.23881,0.369636,50
0.218276,0.542986,50
0.224489,0.479192,50
0.0127059,0.985542,50
0.623079,-0.100673,50
0.85317,-0.767357,100
0,1.0081,100
0.823758,-0.462628,100
0.655089,-0.450927,100
0.619034,-0.124955,100
0.45478,-0.115894,100
0.409892,0.241161,100
0.25817,0.250147,100
0.182243,0.676904,100
0.0844325,0.679086,100
0.434648,-0.0347536,100
0.428352,0.0197975,100
0.193526,0.607611,100
0.844025,-0.739381,100
0.198759,0.570619,100
0.00289158,0.961492,100
0.216163,0.438725,100
0.0250489,0.838234,100
0.226698,0.367383,100
0.00882361,0.918542,100
0.212565,0.468853,100
0.229738,0.342148,100
0.831005,-0.589993,100
0.235953,0.308864,100
0.422074,0.0884078,100
0.00592167,0.932999,100
0.622508,-0.184126,100
0.835323,-0.657022,100
0.638351,-0.388395,100
0.419642,0.115622,100
0.624035,-0.209868,100
0.000745422,0.98737,100
0.0644542,0.697375,100
0.0384499,0.77651,100
0.190272,0.630289,100
0.825143,-0.48819,100
0.418288,0.134183,100
0.218784,0.419759,100
0.833263,-0.625637,100
0.829115,-0.564274,100
0.826057,-0.508258,100
0.207317,0.502777,100
0.0132481,0.890088,100
0.0718887,0.683192,100
0.233169,0.323503,100
0.427364,0.0359014,100
0.840797,-0.716783,100
0.628829,-0.280376,100
0.633008,-0.329443,100
0.0194628,0.857448,100
0.210289,0.484625,100
0.222971,0.387604,100
0.205655,0.521906,100
0.827405,-0.531467,100
0.411598,0.221052,100
0.0324599,0.801116,100
0.625202,-0.231246,100
0.634372,-0.347061,100
0.836589,-0.67389,100
0.0584523,0.707769,100
0.0529008,0.728672,100
0.221218,0.40019,100
0.832365,-0.614734,100
0.424814,0.0582354,100
0.641275,-0.411344,100
0.0473924,0.743992,100
0.240941,0.283391,100
0.184119,0.666546,100
0.246482,0.270872,100
0.0415276,0.767465,100
0.445561,-0.0994001,100
0.203042,0.537875,100
0.631219,-0.308402,100
0.0176369,0.867966,100
0.828277,-0.547492,100
0.424377,0.0694599,100
0.454757,-0.112655,100
0.0456233,0.753118,100
0.0289012,0.816023,100
0.838259,-0.692434,100
0.642545,-0.419353,100
0.43813,-0.0590395,100
0.416517,0.158507,100
0.413849,0.185969,100
0.415786,0.163477,100
0.630676,-0.297753,100
0.412991,0.203941,100
0.440964,-0.0796188,100
0.0566159,0.722289,100
0.627232,-0.2594,100
0.43707,-0.0531812,100
0.64585,-0.436608,100
0.0141703,0.882893,100
0.839572,-0.702859,100
0.620896,-0.161126,100
0.636051,-0.368099,100
0.187884,0.649308,100
0.20112,0.549403,100
0.0793183,0.68198,100
0.626582,-0.246828,100
0,1,500
0.8518,-0.773368,500
0.652601,-0.45826,500
0.823333,-0.458289,500
0.618415,-0.124528,500
0.453864,-0.124218,500
0.409322,0.242055,500
0.257618,0.242165,500
0.182245,0.669562,500
0.0830844,0.669653,500
0.215076,0.438142,500
0.188801,0.630551,500
0.201769,0.539603,500
0.826923,-0.528304,500
0.0177509,0.857374,500
0.430193,-0.00545519,500
0.824677,-0.485299,500
0.838206,-0.696855,500
0.239947,0.282078,500
0.194149,0.594866,500
0.220557,0.397624,500
0.432818,-0.0291679,500
0.00984155,0.897802,500
0.0394209,0.764191,500
0.410101,0.231645,500
0.437414,-0.0650374,500
0.423641,0.0626232,500
0.632858,-0.338808,500
0.206502,0.503684,500
0.185568,0.650507,500
0.836309,-0.674638,500
0.00606437,0.920979,500
0.620092,-0.153391,500
0.829391,-0.572259,500
0.416574,0.147343,500
0.00193469,0.955898,500
0.639426,-0.404113,500
0.828052,-0.548864,500
0.441826,-0.0920358,500
0.830732,-0.594569,500
0.000417605,0.97956,500
0.0518924,0.720401,500
0.832022,-0.614955,500
0.420559,0.0983546,500
0.631094,-0.317424,500
0.435452,-0.0506436,500
0.840822,-0.723076,500
0.210748,0.471111,500
0.412892,0.194745,500
0.637506,-0.387464,500
0.00387078,0.937316,500
0.0577266,0.703704,500
0.0334948,0.787895,500
0.424537,0.0526375,500
0.0426526,0.751954,500
0.231761,0.323839,500
0.427588,0.0201944,500
0.623857,-0.214857,500
0.225597,0.362543,500
0.023477,0.830991,500
0.426821,0.0281107,500
0.229441,0.337778,500
0.62489,-0.230828,500
0.644627,-0.438351,500
0.626035,-0.24805,500
0.842079,-0.733791,500
0.621776,-0.181474,500
0.642487,-0.426227,500
0.236293,0.299181,500
0.245656,0.26099,500
0.844833,-0.752875,500
0.635006,-0.362725,500
0.833438,-0.636075,500
0.0130837,0.880389,500
0.234633,0.307796,500
0.0277136,0.812333,500
0.834598,-0.652347,500
0.0746244,0.67344,500
0.414498,0.173855,500
0.629691,-0.299341,500
0.227189,0.352053,500
0.0145027,0.873193,500
0.619032,-0.135242,500
0.62261,-0.195036,500
0.222691,0.382462,500
0.195962,0.582121,500
0.209261,0.48252,500
0.0288388,0.807484,500
0.444674,-0.105304,500
0.635543,-0.368323,500
0.824106,-0.473937,500
0.0325955,0.791616,500
0.420255,0.101992,500
0.198941,0.560593,500
0.4185,0.123324,500
0.0683625,0.681239,500
0.0465182,0.73808,500
0.198717,0.562234,500
0.449259,-0.119405,500
0.023575,0.830552,500
