f1,f2,generation
0.956459,0.0481909,20
0.424406,0.375209,20
0.987551,0.0354546,20
0.592438,0.305393,20
0.927468,0.112722,20
0.769235,0.257534,20
0.641377,0.301688,20
0.0954174,0.815676,20
0.737307,0.269233,20
0.0287358,0.858617,20
0.299422,0.527732,20
0.0550141,0.832339,20
0.395085,0.463259,20
0.94432,0.0717779,20
0.721832,0.271764,20
0.0550141,0.832339,20
0,1.04932,20
0.268966,0.597105,20
0.657977,0.279958,20
0.802443,0.150021,20
0.186538,0.630791,20
0.298673,0.585253,20
0.775999,0.195778,20
0.917932,0.140895,20
0.00960036,1.03426,20
0.485365,0.346935,20
0.124579,0.698023,20
0.736159,0.270455,20
1,0.000203992,50
0,1.00038,50
0.134203,0.633923,50
0.155101,0.607779,50
0.823151,0.0933371,50
0.795663,0.109562,50
0.190416,0.564655,50
0.659531,0.188525,50
0.78267,0.115965,50
0.868454,0.0681697,50
0.849882,0.0786117,50
0.344625,0.413778,50
0.480873,0.308993,50
0.00928707,0.904597,50
0.29734,0.458144,50
0.462619,0.320519,50
0.837971,0.0851413,50
0.360799,0.399684,50
0.739951,0.140503,50
0.0066266,0.919886,50
0.323265,0.432303,50
0.45583,0.325538,50
0.91818,0.0425637,50
0.216535,0.535868,50
0.439197,0.337548,50
0.176625,0.581315,50
0.97519,0.0129083,50
0.40867,0.362973,50
0.987884,0.00637601,50
0.68808,0.171031,50
0.126167,0.646935,50
0.239732,0.512181,50
0.701217,0.163137,50
0.284316,0.467302,50
0.533124,0.270705,50
0.42036,0.352617,50
0.0149162,0.882147,50
0.588092,0.235959,50
0.0486992,0.78146,50
0.399971,0.370236,50
0.938746,0.0320466,50
0.0436077,0.792084,50
0.104014,0.68184,50
0.00169368,0.959568,50
0.490448,0.301367,50
0.76368,0.12679,50
0.0787826,0.721105,50
0.929527,0.0363443,50
0.602506,0.224188,50
0.561985,0.252048,50
0.501891,0.292181,50
0.751957,0.13336,50
0.881271,0.0619984,50
0.952139,0.0250999,50
0.0200269,0.859321,50
0.552605,0.25865,50
0.67741,0.177551,50
0.000397638,0.981156,50
0.246003,0.505276,50
0.570694,0.245713,50
0.206814,0.546176,50
0.0972603,0.690162,50
0.164073,0.59604,50
0.0856415,0.708521,50
0.277331,0.474143,50
0.517678,0.280825,50
0.308049,0.446452,50
0.0155718,0.875912,50
0.119352,0.655544,50
0.516448,0.282185,50
0.0553964,0.769457,50
0.228032,0.523384,50
0.0668509,0.746944,50
0.0386049,0.804341,50
0.726429,0.148414,50
0.903256,0.0503538,50
0.0613328,0.752742,50
0.199757,0.55371,50
0.962496,0.0191121,50
0.00420415,0.940083,50
0.0324289,0.821542,50
0.388777,0.377346,50
0.0251302,0.842884,50
0.632589,0.206357,50
0.225753,0.525168,50
0.64787,0.197624,50
0.313061,0.440998,50
0.0360119,0.810705,50
0.428117,0.346933,50
0.254682,0.497591,50
0.335148,0.422583,50
0.000900418,0.971427,50
0.367873,0.395703,50
0.0568478,0.762605,50
0.621884,0.211888,50
0.00350402,0.941953,50
0.0745306,0.728534,50
0.0223324,0.852377,50
0.543183,0.263262,50
0.612878,0.218018,50
0,1.00001,100
1,1.3698e-05,100
0.116154,0.659527,100
0.888991,0.0573483,100
0.134388,0.63363,100
0.953717,0.0235677,100
0.907946,0.0471478,100
0.48488,0.303917,100
0.391309,0.37498,100
0.376133,0.386991,100
0.660387,0.187809,100
0.0148006,0.878899,100
0.215545,0.536384,100
0.729353,0.146277,100
0.750085,0.134247,100
0.84559,0.0805709,100
0.0312325,0.823549,100
0.46367,0.319157,100
