f1,f2,generation
0.195185,2.49083,20
0.24039,1.88832,20
0.838688,0.849088,20
0.117698,2.59282,20
0.231752,2.15421,20
0.849843,0.753447,20
0,3.13892,20
0.629583,1.34232,20
0.0347837,2.61839,20
0.229535,2.21509,20
0.214095,2.34099,20
0.238184,2.04455,20
0.170428,2.50651,20
0.634321,1.19799,20
0.416824,1.58888,20
0.0244118,2.90297,20
0.632953,1.26938,20
0.0996633,2.61595,20
0.437583,1.46504,20
0.268193,1.65299,20
0.8366,0.912742,20
0.636118,1.00284,20
0.0250467,2.70855,20
0.833709,1.00102,20
0.841341,0.842826,20
0.235396,2.11677,20
0.265635,1.8741,20
0.625244,1.35915,20
0.844246,0.816401,20
0.640228,0.00935572,50
0.433705,0.337249,50
0.213201,0.908753,50
0.418026,0.546157,50
0.632036,0.0469465,50
0.459599,0.226458,50
0.423485,0.446485,50
0.410458,0.561262,50
0.258805,0.634198,50
0.831904,-0.301113,50
0.450575,0.278616,50
0.198194,0.988692,50
0.244833,0.654169,50
0.629553,0.14538,50
0.0676296,1.13035,50
0.641154,-0.00304829,50
0.0210806,1.24706,50
0.261765,0.58781,50
0.834322,-0.353711,50
0.831068,-0.236877,50
0.0863718,1.10302,50
0.434108,0.324292,50
0.421311,0.53594,50
0.641585,-0.11823,50
0.0610285,1.16019,50
0.442219,0.28629,50
0.838791,-0.405127,50
0.202744,0.911689,50
0,1.387,50
0.0909933,1.08382,50
0.220538,0.754589,50
0.202708,0.921407,50
0.834078,-0.320231,50
0.828307,-0.217495,50
0.0333015,1.22254,50
0.428509,0.440085,50
0.84787,-0.46152,50
0.259537,0.597449,50
0,1.03424,100
0.851935,-0.747465,100
0.824683,-0.462566,100
0.650015,-0.422373,100
0.45643,-0.0922237,100
0.619266,-0.0967498,100
0.256209,0.266414,100
0.410555,0.265845,100
0.185748,0.674009,100
0.0845402,0.705803,100
0.831754,-0.584439,100
0.827527,-0.507034,100
0.627892,-0.249257,100
0.630803,-0.283919,100
0.189571,0.658592,100
0.625766,-0.209134,100
0.42484,0.0878335,100
0.843779,-0.716038,100
0.0208624,0.885249,100
0.633777,-0.318034,100
0.217836,0.461602,100
0.0473101,0.774896,100
0.443881,-0.0417452,100
0.213312,0.482493,100
0.414676,0.201002,100
0.00077995,1.00888,100
0.0171071,0.909132,100
0.428505,0.056247,100
0.231455,0.371063,100
0.19632,0.622035,100
0.834748,-0.623987,100
0.642991,-0.397957,100
0.620648,-0.117212,100
0.202511,0.567345,100
0.013458,0.927725,100
0.417618,0.173509,100
0.435693,-0.0295318,100
0.638597,-0.369745,100
0.0681505,0.726509,100
0.234991,0.342475,100
0.826028,-0.483405,100
0.44471,-0.0717879,100
0.836655,-0.651924,100
0.062683,0.735843,100
0.027856,0.868056,100
0.833017,-0.604834,100
0.0553297,0.753466,100
0.210685,0.507005,100
0.446444,-0.0836657,100
0.00417895,0.984667,100
0.423367,0.110657,100
0.220758,0.434961,100
0.432849,0.00473191,100
0.0105147,0.947041,100
0.431102,0.0271969,100
0.244763,0.296025,100
0.208393,0.540126,100
0.838214,-0.663967,100
0.624541,-0.185332,100
0.434158,-0.010561,100
0.413602,0.224767,100
0.228867,0.385916,100
0.621767,-0.146072,100
0.42093,0.12423,100
0.205767,0.553437,100
0.0345007,0.826001,100
0.0426031,0.788215,100
0.0381886,0.80219,100
0.237764,0.335329,100
0.635584,-0.337141,100
0.0318561,0.828445,100
0.419162,0.14142,100
0.208643,0.517946,100
0.0758799,0.714224,100
0.20205,0.598416,100
0.412686,0.23687,100
0.00802174,0.959829,100
0.623819,-0.172284,100
0.239768,0.313583,100
0.228324,0.404431,100
0.418202,0.156782,100
0.223983,0.411469,100
0.429093,0.0399372,100
0.840232,-0.685721,100
0.250341,0.283238,100
0.028187,0.851488,100
0.410979,0.256652,100
0.0560495,0.747607,100
0.00463982,0.972047,100
0.622125,-0.153725,100
0.221571,0.425057,100
0.645723,-0.4094,100
0.841841,-0.70474,100
0.254942,0.283193,100
0.243104,0.310391,100
0.636808,-0.350427,100
0.82691,-0.506049,100
0.0768536,0.706818,100
0.198857,0.606255,100
0.0413411,0.801406,100
0.851833,-0.773353,500
0,1.00003,500
0.823347,-0.458551,500
0.618408,-0.124378,500
0.409321,0.242083,500
0.652323,-0.458225,500
0.453677,-0.124184,500
0.257655,0.242192,500
0.182302,0.669287,500
0.0833289,0.669688,500
0.827208,-0.533555,500
0.437256,-0.0638968,500
0.418216,0.126855,500
0.414504,0.173812,500
0.836301,-0.674518,500
0.202189,0.53649,500
0.442628,-0.0960672,500
0.832701,-0.625226,500
0.624966,-0.231952,500
0.433231,-0.0326639,500
0.430482,-0.0081479,500
0.628188,-0.278945,500
0.0075955,0.911081,500
0.829258,-0.569956,500
0.427172,0.0244927,500
0.825019,-0.491998,500
0.842118,-0.734072,500
0.197997,0.567515,500
0.0121992,0.885044,500
0.0384523,0.767998,500
0.619694,-0.146574,500
0.0188378,0.852274,500
0.412587,0.19878,500
0.621473,-0.176462,500
0.645542,-0.442607,500
0.00108161,0.967121,500
0.0228463,0.833858,500
0.839442,-0.709862,500
0.206159,0.506346,500
0.227336,0.351176,500
0.642006,-0.423071,500
0.448569,-0.117846,500
0.425292,0.044411,500
0.0150827,0.870343,500
0.639833,-0.407344,500
0.055082,0.710952,500
0.233759,0.312562,500
0.623976,-0.216678,500
0.195708,0.583948,500
0.637373,-0.386211,500
0.063058,0.69111,500
0.830669,-0.593529,500
0.420145,0.10334,500
0.634361,-0.355772,500
0.193,0.602818,500
0.837956,-0.694074,500
0.207172,0.49858,500
0.0724764,0.675669,500
0.421337,0.0891745,500
0.190953,0.616593,500
0.824237,-0.47653,500
0.63576,-0.370502,500
0.185596,0.650377,500
0.0479949,0.733073,500
0.00405976,0.935813,500
0.236855,0.296408,500
0.831663,-0.609381,500
0.0291162,0.80633,500
0.213557,0.449682,500
0.0339988,0.785847,500
0.210347,0.474218,500
9.90143e-05,0.990086,500
0.84581,-0.758147,500
0.621169,-0.171417,500
0.00299344,0.945067,500
0.630393,-0.308485,500
0.423548,0.0636905,500
0.632475,-0.334254,500
0.22008,0.401092,500
0.210782,0.470887,500
0.032678,0.791317,500
0.0429123,0.751051,500
0.632014,-0.328739,500
0.422865,0.0714496,500
0.65037,-0.456712,500
0.412705,0.197216,500
0.230351,0.33224,500
0.0802227,0.670104,500
0.0505556,0.724642,500
0.223848,0.374445,500
0.0265032,0.817641,500
0.0678582,0.682078,500
0.230779,0.329677,500
0.217594,0.419327,500
0.22135,0.391978,500
0.244321,0.265313,500
0.224784,0.36806,500
0.188385,0.633226,500
0.183897,0.660315,500
0.25221,0.24622,500
